id      Pre_challenge_SRR988499 Pre_challenge_SRR988501 Pre_challenge_SRR988503 Pre_challenge_SRR988505 Pre_challenge_SRR988507 Post_challenge_SRR988500        Post_challenge_SRR988502        Post_challenge_SRR988504        Post_challenge_SRR988506        Post_challenge_SRR988508
ENSG00000122733.12	0.45331834	0.096910013	0.167317335	0.28780173	0.029383778	0	0	0	0	0
ENSG00000107249.20	0.136720567	0.301029996	0.133538908	0.33243846	0.220108088	0	0	0	0	0.149219113
ENSG00000225476.1	0.371067862	0.155336037	0.230448921	0.800029359	0.053078443	0	0	0	0	0
ENSG00000254946.1	0.463892989	0.281033367	0.413299764	0.294466226	0.371067862	0	0	0.184691431	0.178976947	0.46834733
ENSG00000238266.1	0	0.079181246	0.130333768	0.093421685	0.397940009	0	0	0.029383778	0	0
ENSG00000267898.1	0.250420002	0.285557309	0.161368002	0.056904851	0.462397998	0	0.071882007	0	0.10720997	0
ENSG00000132613.13	1.357934847	0.025305865	0.271841607	0.190331698	0.06069784	0	0	0	0.004321374	0.053078443
ENSG00000250892.1	0.139879086	0.029383778	0.26245109	0.181843588	0.320146286	0	0	0	0	0
ENSG00000280224.1	0.755874856	0.444044796	0.064457989	0.627365857	0.068185862	0.086359831	0.053078443	0	0.029383778	0.064457989
ENSG00000109819.7	0.149219113	0.056904851	0.198657087	0.012837225	0.790988475	0	0	0	0	0
ENSG00000231766.1	0.413299764	0.444044796	0.876217841	0.436162647	0.283301229	0	0	0	0	0
ENSG00000204049.1	0.193124598	0.344392274	0.033423755	0.037426498	0.278753601	0	0	0	0	0
ENSG00000174348.12	0.146128036	0.369215857	0.113943352	0.012837225	0	0.029383778	0	0	0	0.021189299
ENSG00000235142.6	0.320146286	0.1430148	0.117271296	0.053078443	0	0	0	0	0	0
ENSG00000280242.1	0.482873584	1.09131516	0.5774918	0	0.451786436	0.45484486	0	0.309630167	0	0.201397124
ENSG00000218891.4	0	0.212187604	0.041392685	0.206825876	0.06069784	0	0	0	0.017033339	0.079181246
ENSG00000247157.5	0.292256071	0.292256071	0.346352974	0.334453751	0.276461804	0.096910013	0.120573931	0.190331698	0.257678575	0.235528447
ENSG00000242085.1	0	0	0	1.006466042	0.372912003	0	0	0	0.155336037	0
ENSG00000111664.9	0.588831726	0.041392685	0	0.079181246	0	0	0	0	0	0
ENSG00000256742.1	0.113943352	0	0.195899652	0.173186268	0.146128036	0	0	0	0.071882007	0
ENSG00000261916.1	0.643452676	0.418301291	0	0.5132176	0	0	0	0	0	0.158362492
ENSG00000261117.1	0	0.037426498	0.255272505	0.330413773	1.004751156	0	0	0	0	0
ENSG00000242488.2	0.093421685	0.372912003	0.201397124	0.08278537	0.11058971	0	0	0.11058971	0	0.071882007
ENSG00000181741.7	0.176091259	0.354108439	0.281033367	0.222716471	0.201397124	0	0.113943352	0	0	0
ENSG00000240074.1	0.064457989	0.421603927	0.049218023	0.309630167	0.322219295	0	0	0	0	0.136720567
ENSG00000146250.6	0.320146286	0	0.056904851	0.152288344	0.152288344	0	0	0	0	0
ENSG00000251687.1	0	0.004321374	0.033423755	0.184691431	0.255272505	0	0	0	0	0
ENSG00000229019.1	0	0	0.053078443	0.624282096	0.1430148	0	0	0	0.033423755	0
ENSG00000272545.1	0	0	0.290034611	0.08278537	0.525044807	0	0	0	0	0
ENSG00000279942.1	0.053078443	0.113943352	0.136720567	0.017033339	0.326335861	0	0	0.025305865	0.021189299	0.029383778
ENSG00000271096.1	0	0	0.298853076	0.631443769	0.59439255	0	0	0	0	0
ENSG00000267262.1	0.828659897	0.281033367	0.240549248	0.267171728	0	0	0	0	0	0
ENSG00000223443.2	0.544068044	0.736396502	0.096910013	0.482873584	0.624282096	0.178976947	0.029383778	0	0.1430148	0.167317335
ENSG00000241484.8	0.281033367	0.255272505	0.294466226	0.392696953	0.025305865	0	0.198657087	0.152288344	0.064457989	0.096910013
ENSG00000222005.7	0.08278537	0.155336037	0.075546961	0.187520721	0.338456494	0	0	0	0	0.041392685
ENSG00000157423.16	0.004321374	0.178976947	0.012837225	0.328379603	0	0	0.004321374	0	0	0
ENSG00000230684.1	0	0.274157849	0.220108088	0.320146286	0	0	0	0	0	0
ENSG00000232696.1	0.326335861	0	0	0.444044796	0.36361198	0	0	0	0	0
ENSG00000267744.1	0.600972896	0.416640507	0.167317335	0.206825876	0.338456494	0	0	0.152288344	0	0.096910013
ENSG00000231956.1	0.227886705	0.086359831	0.133538908	0.152288344	0.212187604	0	0	0	0	0
ENSG00000227557.1	0.544068044	0.798650645	0.886490725	0.838219222	0	0	0	0	0.161368002	0
ENSG00000235397.1	0.271841607	0.045322979	0.133538908	0.033423755	0.421603927	0	0	0	0	0.056904851
ENSG00000248568.1	0.419955748	0.100370545	0.037426498	0.033423755	0.103803721	0	0	0	0	0
ENSG00000169439.10	0.447158031	0.463892989	0.445604203	0.764176132	0.371067862	0	0.127104798	0	0.06069784	0
ENSG00000174482.9	0.499687083	0.214843848	0.045322979	0	0.155336037	0	0.017033339	0	0	0
ENSG00000230184.1	0.911690159	0.451786436	0.387389826	0.730782276	0.459392488	0	0	0	0	0.444044796
ENSG00000232824.1	0.11058971	0.193124598	0.222716471	0.139879086	0.369215857	0.324282455	0	0	0	0
ENSG00000258561.1	0	0.378397901	0	0	0	0	0.346352974	0	0	0
